,Developer,Año,Cantidad de Items,Contenido Free
6798,"KADOKAWA,Vexed Enigma",2017,2,0.0
6799,"KADOKAWA,Yoji Ojima",2015,6,0.0
6800,"KADOKAWA,Yoji Ojima",2016,20,0.0
6801,"KADOKAWA,Yoji Ojima",2017,36,0.0
6802,"KADOKAWA,Yoji Ojima,Frontier Works",2016,2,0.0
6803,"KADOKAWA,Yoji Ojima,Hiroki Kikuta",2017,4,0.0
6804,"KADOKAWA,Yoji Ojima,Murray Atkinson",2017,4,0.0
6805,"KADOKAWA,Yoji Ojima,PVGames",2017,4,0.0
6806,"KADOKAWA,Yoji Ojima,RefMap",2016,2,0.0
6807,"KADOKAWA,Yoji Ojima,Sherman 3D",2017,2,0.0
6808,"KADOKAWA,Yoji Ojima,Sherman3D",2017,4,0.0
6809,"KADOKAWA,Yoji Ojima,Studio Saizensen",2016,4,100.0
6810,KAMAi MEDIA,2017,4,0.0
6811,KAVA Game Studio,2017,3,0.0
6812,KBJGames,2015,3,0.0
6813,KC Flight Shop,2015,1,0.0
6814,KDV Games,2007,1,0.0
6815,KDV Games,2009,1,0.0
6816,KEA Games,2017,3,0.0
6817,KEMCO,2017,4,0.0
6818,KFriske Studios,2017,4,0.0
6819,KGourmet,2017,2,0.0
6820,KHB-Soft,2016,9,0.0
6821,KING Art,2012,6,0.0
6822,KING Art,2013,2,0.0
6823,KING Art,2015,2,0.0
6824,KING Art,2016,2,0.0
6825,"KING Art,upjers",2017,3,100.0
6826,KINGS GUARD GAMES,2016,2,0.0
6827,KITATUS STUDIOS,2015,3,0.0
6828,KIXEYE,2015,3,100.0
6829,KIXEYE,2017,27,0.0
6830,KOCMOC17,2017,3,0.0
6831,"KOEI TECMO GAMES CO., LTD.",2014,29,0.0
6832,"KOEI TECMO GAMES CO., LTD.",2015,62,0.0
6833,"KOEI TECMO GAMES CO., LTD.",2016,6,0.0
6834,"KOEI TECMO GAMES CO., LTD.",2017,136,7.35
6835,KOG,2014,16,37.5
6836,KOG,2015,12,0.0
6837,KOGADO STUDIO,2017,1,0.0
6838,"KROBON station,Den-fami Nico Game Magazine",2016,3,0.0
6839,KT Games,2017,3,0.0
6840,KTX Software,2011,2,0.0
6841,KTX Software,2014,8,0.0
6842,KUMA GAMES,2018,1,100.0
6843,"KUMA, LLC",2017,15,26.67
6844,KURONEKO SOFT,2014,3,0.0
6845,KURONEKO SOFT,2015,7,0.0
6846,KUSOne Studio Limited,2017,1,0.0
6847,KWL Productions,2017,3,0.0
6848,Kaan Bukusoglu,2017,4,100.0
6849,Kabuk Games,2017,3,0.0
6850,Kacper Stasiełuk,2017,2,0.0
6851,Kaia Studios,2017,4,0.0
6852,Kaigan Games OÜ,2017,3,0.0
6853,"Kaiko,Neon Studios",2015,3,0.0
6854,Kairi Sawler,2015,2,0.0
6855,Kajak Games,2015,2,0.0
6856,Kajak Games,2017,3,0.0
6857,KaleidoGames,2015,2,0.0
6858,KaleidoGames,2017,2,0.0
6859,Kalopsia Games,2016,1,0.0
6860,Kamil Szczepanik,2017,5,0.0
6861,"Kamil Szczepanik,Bartosz Zajkowski",2016,10,0.0
6862,Kamina Dimension,2017,2,0.0
6863,KamiyaSoft,2016,4,0.0
6864,Kaneda Games,2016,3,0.0
6865,Kaos Studios,2008,1,0.0
6866,"Kaos Studios,Digital Extremes",2011,3,0.0
6867,Karabas_Studio,2017,4,0.0
6868,Kardfy Studios,2014,2,0.0
6869,KarjaSoft,2015,7,0.0
6870,Karl Flodin,2017,3,0.0
6871,Kasaa Solution,2015,2,0.0
6872,"Kastriot Sulejmani,Brayden Myers",2016,3,100.0
6873,"Kastriot Sulejmani,Logan Gerrol",2016,2,0.0
6874,Katakura Hibiki,2016,2,0.0
6875,Katakura Hibiki,2017,6,0.0
6876,Katapult,2016,4,0.0
6877,Katatema,2016,2,0.0
6878,"Katatema,Watson",2016,1,0.0
6879,Katauri,2014,12,25.0
6880,Katauri Interactive,2009,2,0.0
6881,Katauri Interactive,2010,2,0.0
6882,Katsudou Mangaya,2016,4,100.0
6883,Kayabros,2017,1,0.0
6884,Kazakov Oleg,2015,3,0.0
6885,Kazakov Oleg,2016,3,0.0
6886,Kedexa,2016,1,0.0
6887,Kedexa,2017,3,0.0
6888,Keen Games,2014,10,0.0
6889,Keen Games,2017,12,0.0
6890,Keen Software House,2012,7,0.0
6891,Keen Software House,2015,9,0.0
6892,Keen Software House,2016,4,0.0
6893,Keinart Lobre,2016,6,100.0
6894,Keinart Lobre,2017,4,0.0
6895,Kelint,2016,1,0.0
6896,"Kelkafa Studios,Cardboard Sword Limited,Jet Stone Studios",2015,2,0.0
6897,Kelsam,2017,3,0.0
6898,"Kenneth Caselli,Gianmarco Rocco",2016,2,0.0
6899,Kenney,2015,1,0.0
6900,Kenny Sun,2015,4,0.0
6901,Kenny Sun,2016,2,0.0
6902,Kenny Sun,2017,1,0.0
6903,Kent Hudson,2017,3,0.0
6904,Kerberos Productions,2012,1,0.0
6905,Kerberos Productions Inc.,2008,1,0.0
6906,Kerberos Productions Inc.,2014,14,0.0
6907,Kerberos Productions Inc.,2015,28,0.0
6908,Kerberos Productions Inc.,2016,12,0.0
6909,Kerim Kumbasar,2015,2,0.0
6910,Kerim Kumbasar,2017,6,0.0
6911,Kerry Batts,2016,4,0.0
6912,Kerry Batts,2017,4,0.0
6913,Kestrel Games,2017,6,0.0
6914,Kether Studio,2017,3,0.0
6915,Ketos Games,2015,3,0.0
6916,Kettel,2014,2,0.0
6917,Kev Jackson,2016,2,0.0
6918,Kev Jackson,2017,14,0.0
6919,Kevin Carville,2015,3,0.0
6920,Kevin Jess Horton,2016,1,0.0
6921,Kevin Nitschmann,2017,1,100.0
6922,"Kevin Nitschmann,Christian Rolle",2017,1,0.0
6923,"Kevin Nitschmann,Philip Zunk",2016,1,0.0
6924,Kevin Nitschmann/Darius Bode,2015,1,0.0
6925,Kevin Nitschmann/Darius Bode,2016,1,0.0
6926,Kevin Paek,2017,2,0.0
6927,Kevin Suckert,2016,5,0.0
6928,Kew McParlane,2016,5,0.0
6929,Key17 Games,2012,2,0.0
6930,Key17 Games,2014,2,0.0
6931,Keybol,2014,2,0.0
6932,"Keybol,Iskander Aminov",2015,3,0.0
6933,"Keybol,Nitrome Limited,Mike Studios",2017,3,0.0
6934,Keys of Nine Entertainment,2014,3,0.0
6935,Kezarus,2017,3,0.0
6936,Khan,2017,1,0.0
6937,Kheops Studio,2006,2,0.0
6938,Kheops Studio,2014,4,0.0
6939,Khor Chin Heong,2017,2,0.0
6940,Khud0,2016,2,0.0
6941,Khundar,2017,2,0.0
6942,Kibosso Media,2017,5,0.0
6943,Kickbomb Entertainment LLC,2016,4,0.0
6944,Kidalang,2015,6,33.33
6945,Kidalang,2016,3,0.0
6946,Kiddy,2016,4,0.0
6947,Kiddy,2017,4,0.0
6948,Kids up hill,2014,1,0.0
6949,Kieffer Bros.,2015,2,0.0
6950,Kiemura Ltd,2016,3,0.0
6951,Kikiwik Games,2015,3,0.0
6952,KillHouse Games,2014,4,0.0
6953,KillHouse Games,2015,1,0.0
6954,Killer Bee Software,2017,3,0.0
6955,Killer Bees Games,2017,1,0.0
6956,Killer Lobster,2016,3,0.0
6957,Killer Teapot Games,2015,2,0.0
6958,KillerPokeGames,2017,3,0.0
6959,Killerfish Games,2016,2,0.0
6960,Killerfish Games,2017,5,0.0
6961,Killerkun,2017,3,0.0
6962,Killmonday Games AB,2015,2,0.0
6963,Killmonday Games HB,2015,4,0.0
6964,Killspace Entertainment,2011,1,0.0
6965,Kilted Camel,2015,2,0.0
6966,Kilted Camel,2017,3,0.0
6967,Kimeric Labs,2016,2,0.0
6968,Kimmo Lahtinen,2015,2,0.0
6969,Kinahmi Games,2015,4,0.0
6970,Kindermann Corp.,2016,4,0.0
6971,Kinelco &amp; Lone Elk Creative,2014,2,0.0
6972,Kinelco &amp; Lone Elk Creative,2015,2,0.0
6973,King Crow Studios,2015,4,0.0
6974,King Crow Studios,2017,7,0.0
6975,King's Lance Games,2017,3,0.0
6976,Kingdom Games,2015,11,0.0
6977,Kingdom Games,2016,3,100.0
6978,Kingdom Games,2017,1,0.0
6979,KinifiGames LLC,2014,2,0.0
6980,KinifiGames LLC,2016,5,0.0
6981,Kinmoku,2016,3,0.0
6982,KintoGames,2014,4,0.0
6983,"KintoGames,Dolores Entertainment",2016,2,0.0
6984,KirUn,2016,3,0.0
6985,"KirUn,algamedev,Alexander M",2017,2,0.0
6986,Kirill Gurman,2017,2,0.0
6987,Kirill Kupryakhin,2015,2,0.0
6988,Kirill Kupryakhin,2017,5,0.0
6989,Kiritsu Games,2015,2,0.0
6990,Kirklight Games,2016,3,0.0
6991,Kiro'o Games,2016,8,0.0
6992,Kisareth Studios,2014,2,0.0
6993,Kisareth Studios,2015,5,0.0
6994,Kisareth Studios,2017,2,0.0
6995,KishMish Games,2016,5,0.0
6996,Kite Games,2017,2,0.0
6997,Kitfox Games,2014,3,0.0
6998,Kitfox Games,2016,6,0.0
6999,Kitsune Games,2017,4,0.0
7000,Kittehface Software,2015,9,0.0
7001,Kittik Game Studio,2017,3,0.0
7002,Kitty Lambda Games Inc.,2016,8,0.0
7003,Kivano,2016,2,0.0
7004,Kiwiforge,2017,3,0.0
7005,Kiz Studios,2015,3,100.0
7006,Kiz Studios,2016,2,100.0
7007,Kiz Studios,2017,16,25.0
7008,Klace,2016,4,0.0
7009,Klassen Games,2017,1,0.0
7010,Klei Entertainment,2010,2,0.0
7011,Klei Entertainment,2012,6,0.0
7012,Klei Entertainment,2013,5,0.0
7013,Klei Entertainment,2014,7,0.0
7014,Klei Entertainment,2015,12,0.0
7015,Klei Entertainment,2016,3,0.0
7016,Klei Entertainment,2017,3,0.0
7017,"Klei Entertainment,Capybara Games",2015,3,0.0
7018,Klingelhöfer &amp; Schlüter GbR,2017,2,0.0
7019,Klonk Games,2015,2,0.0
7020,Klonk Games,2017,2,0.0
7021,Kloonigames,2009,2,0.0
7022,Kmany Design,2017,2,0.0
7023,"Knightmare Games, Limited",2017,3,0.0
7024,Knitted Pixels,2016,2,0.0
7025,Knossos Software,2017,1,0.0
7026,KnowWonder,2003,2,0.0
7027,Knuckle Cracker,2014,3,0.0
7028,Knuckle Cracker,2016,12,0.0
7029,Knuist &amp; Perzik,2016,16,0.0
7030,Knut Mueller,2016,1,0.0
7031,Knut Müller,2017,2,0.0
7032,Koalabs,2014,1,0.0
7033,"Koboldgames,Daedalic Entertainment",2013,2,0.0
7034,Kobra Studio,2015,4,0.0
7035,Kobra Studio,2016,18,0.0
7036,Kodama Games,2016,3,0.0
7037,Kodari Games,2016,2,0.0
7038,Kodots Games,2014,2,0.0
7039,Kodots Games,2016,6,0.0
7040,Koga Tech Limited,2015,1,0.0
7041,KoheiGallery,2017,10,0.0
7042,Kojima Productions,2014,2,0.0
7043,Kokakiki,2010,2,0.0
7044,Koker_007,2017,4,0.0
7045,Kokua Games,2016,5,100.0
7046,Kolapo Oni,2017,1,0.0
7047,Koloss Kolektiv,2017,3,0.0
7048,Komar Games,2011,1,0.0
7049,Konami Digital Entertainment,2015,16,0.0
7050,Konami Digital Entertainment,2016,12,0.0
7051,Konami Digital Entertainment,2017,2,100.0
7052,"Konami Digital Entertainment Co., Ltd",2017,1,100.0
7053,"Konami Digital Entertainment Co., Ltd.",2017,1,0.0
7054,Kongmeng Yang,2016,2,0.0
7055,Kongroth,2017,3,0.0
7056,Konsordo,2014,3,0.0
7057,Konsordo,2015,7,0.0
7058,Konstantin Koshutin,2009,2,0.0
7059,Konstructors Entertainment,2016,2,0.0
7060,Konstructors Entertainment,2017,5,0.0
7061,Koo Games Ltd,2017,4,50.0
7062,Koodilab,2017,2,0.0
7063,Kool2Play,2016,2,0.0
7064,Kool2Play,2017,1,0.0
7065,Kool2Play Sp. z o.o.,2017,1,0.0
7066,Koreez,2017,6,0.0
7067,Korion,2015,4,0.0
7068,Kormishenkov Anton,2016,1,0.0
7069,"Korovkin Nikita,Filatov Igor,Lagunov Roman,Kristian Shatov",2018,4,0.0
7070,KorteGames,2016,4,100.0
7071,Kosek.com,2015,4,100.0
7072,Kot in Action Creative Artel,2011,2,0.0
7073,Kot in Action Creative Artel,2013,2,0.0
7074,Koth Studo,2017,4,0.0
7075,Kotoshiro,2018,5,0.0
7076,Kowai Sugoi Studios,2017,2,0.0
7077,Koya Game,2015,3,0.0
7078,Koya Game,2016,3,100.0
7079,"Kozinaka,Weilard,Quyse",2015,3,0.0
7080,Krafted Games,2016,4,0.0
7081,Kraftix Games,2015,5,0.0
7082,Kraken Bit,2017,3,0.0
7083,Kraken Empire,2014,2,0.0
7084,KranX Productions,2008,4,0.0
7085,Krax Games,2016,2,0.0
7086,Krealit,2015,4,0.0
7087,Krealit,2016,6,0.0
7088,Krealit,2017,2,0.0
7089,Kremlingames,2017,6,0.0
7090,Kresimir Cvitanovic,2017,3,0.0
7091,Krillbite Studio,2013,3,0.0
7092,Krillbite Studio,2014,6,0.0
7093,Krillbite Studio,2017,3,0.0
7094,Krin Juangbhanich,2017,3,0.0
7095,Kristen Cheely,2015,2,0.0
7096,Kristjan Skutta,2016,4,0.0
7097,Krita Foundation,2014,1,0.0
7098,"Kritzelkratz 3000,JoWooD",2003,2,0.0
7099,Krome Studios,2009,1,0.0
7100,Krome Studios,2010,2,0.0
7101,Krome Studios,2015,16,0.0
7102,Krome Studios,2016,3,0.0
7103,Krome Studios,2017,12,0.0
7104,Kronosaur Productions,2015,6,0.0
7105,KrossRails,2013,1,0.0
7106,KrossRails,2014,1,0.0
7107,"KrossRails,Dovetail Games",2011,1,0.0
7108,Krutovig,2015,2,0.0
7109,Krystian Majewski,2011,3,0.0
7110,"Krzysztof Łoza,Marcin Brzozowski",2017,2,0.0
7111,Kuchalu,2014,3,0.0
7112,Kuchnier Games,2017,2,0.0
7113,Kucing Rembes,2017,3,0.0
7114,Kucing Rembes,2018,3,0.0
7115,Kudosoft,2003,2,0.0
7116,Kukouri,2012,3,0.0
7117,Kukouri Mobile Entertainment,2017,4,100.0
7118,Kumobius,2015,2,0.0
7119,Kuno Interactive,2013,2,0.0
7120,Kunos Simulazioni,2015,12,0.0
7121,Kunos Simulazioni,2016,24,0.0
7122,Kunos Simulazioni,2017,8,0.0
7123,Kurechii,2016,6,0.0
7124,Kurisu no Patto,2016,6,0.0
7125,Kursed Studios,2015,3,0.0
7126,Kut Stupid,2016,2,0.0
7127,"KxONE,Andrew Drumov,starmops",2017,7,0.0
7128,Kyle Ballentine,2016,2,0.0
7129,Kyle Pulver,2012,2,0.0
7130,Kyle Seeley,2015,5,100.0
7131,Kyle Seeley,2017,5,0.0
7132,Kylotonn,2005,1,0.0
7133,Kylotonn,2017,5,20.0
7134,Kylotonn Entertainment,2013,1,0.0
7135,Kylotonn Entertainment,2014,1,0.0
7136,Kylotonn Entertainment,2015,1,0.0
7137,Kylotonn Racing Games,2015,4,0.0
7138,Kylotonn Racing Games,2016,4,0.0
7139,Kylotonn Racing Games,2017,2,0.0
7140,Kyon Games,2017,3,0.0
7141,Kyrylo Kuzyk,2016,2,0.0
7142,Kyuppin,2017,1,0.0
7143,Kyvos Studios,2017,4,100.0
7144,Kyy Games,2014,2,0.0
7145,Kyy Games,2015,5,0.0
7146,Kyy Games,2016,8,0.0
7147,Kyy Games,2017,2,100.0
7148,Kähm,2016,3,0.0
7149,Kähm,2017,2,0.0
7150,L Rod,2017,3,0.0
7151,L Twigger,2017,4,0.0
7152,L&amp;K Logic Korea,2015,3,0.0
7153,L. Stotch,2016,12,50.0
7154,"L. Stotch,Vladimir Soldatov",2017,5,60.0
7155,L1gh7 (BriJee),2018,3,0.0
7156,L3O Interactive,2014,2,0.0
7157,LAB132,2017,4,0.0
7158,"LAME Dimension,Flying Pudding Studios",2017,3,0.0
7159,LAN - GAMES EOOD,2017,9,55.56
7160,LB,2016,1,0.0
7161,LDC Studios,2015,3,0.0
7162,LEVER Software,2015,2,0.0
7163,LEVER Software,2016,9,33.33
7164,LEVER Software,2017,3,0.0
7165,LGK Games,2014,5,0.0
7166,LIN KE HSI,2017,3,0.0
7167,LIUTING,2017,7,0.0
7168,LInsoDeTeh,2016,5,0.0
7169,LKA,2016,2,100.0
7170,LLC Intenzibne,2018,3,0.0
7171,LOVIGAME,2016,5,0.0
7172,LOVIGAME,2017,4,100.0
7173,LOVIGAME,2018,4,0.0
7174,LR Studio,2017,4,100.0
7175,"LRDGames, Inc.",2015,6,50.0
7176,LS Ensemble,2016,4,0.0
7177,LSTGames,2017,3,0.0
7178,LUCKY GIRLS LIMITED,2015,4,100.0
7179,LVGameDev LLC,2017,4,0.0
7180,LWNA,2016,3,100.0
7181,LYS,2017,4,0.0
7182,La Moustache Studio,2015,4,0.0
7183,Lab Zero Games,2013,6,0.0
7184,Lab Zero Games,2014,4,0.0
7185,Lab Zero Games,2015,7,0.0
7186,Lab Zero Games,2016,2,0.0
7187,LabLike Sp. z o.o.,2016,3,0.0
7188,LaboRatStudio,2015,3,100.0
7189,Labory,2016,3,0.0
7190,LaboryStudio,2017,2,0.0
7191,Labyrinthine,2015,12,0.0
7192,Labyrinthine,2017,4,0.0
7193,Lached Up Games,2017,3,0.0
7194,Lacuna Corporation,2016,5,0.0
7195,Ladia Group,2016,6,0.0
7196,"Ladomu,Angels Blue Digital Entertainment,DigitalEZ",2016,4,0.0
7197,Lag Studios,2015,11,36.36
7198,Lagun Victor,2016,4,0.0
7199,Lagun Victor,2017,7,0.0
7200,"Lambda,恶魔橘子",2016,3,0.0
7201,"Lamina Studios,Mike Studios",2016,8,0.0
7202,Laminar Research,2014,7,0.0
7203,Laminar Research,2017,7,85.71
7204,LampFire,2017,2,0.0
7205,Lamplight Studios,2015,6,0.0
7206,Lance Kettledas,2017,5,0.0
7207,Landauer Games,2015,3,0.0
7208,Landfall,2015,4,50.0
7209,Landfall,2016,2,0.0
7210,Landfall West,2017,3,0.0
7211,"Landfall,Karl Flodin",2016,4,0.0
7212,Landon Podbielski,2015,2,0.0
7213,Lantana Games,2014,3,0.0
7214,Lantana Games,2015,4,0.0
7215,Lapovich,2016,4,0.0
7216,Lapovich,2017,5,0.0
7217,Lapusanu Patriciu,2017,7,0.0
7218,Large Visible Machine,2016,3,0.0
7219,Larian Studios,2002,1,0.0
7220,Larian Studios,2004,1,0.0
7221,Larian Studios,2012,1,0.0
7222,Larian Studios,2013,3,0.0
7223,Larian Studios,2014,7,0.0
7224,Larian Studios,2015,4,0.0
7225,Larian Studios,2017,6,0.0
7226,Larkon Studio,2017,6,0.0
7227,"Larry Martin,Phillip Brossia",2017,7,0.0
7228,LaruaGames,2017,3,0.0
7229,Laser Dog,2017,3,0.0
7230,"Laser Guided Games, LLC",2014,3,0.0
7231,"Laser Guided Games, LLC",2017,2,0.0
7232,LaserStone,2015,4,0.0
7233,LaserStone,2017,2,0.0
7234,Lasmelan,2016,2,0.0
7235,"Lasso Games, LLC",2016,2,0.0
7236,Last BeNeVoLeNcE,2016,5,0.0
7237,Last Day of Work,2005,2,0.0
7238,Last Day of Work,2006,2,0.0
7239,Last Day of Work,2007,4,0.0
7240,Last Day of Work,2008,2,0.0
7241,Last Day of Work,2009,2,0.0
7242,Last Dimension,2014,2,0.0
7243,Last Dimension,2015,4,0.0
7244,Last Life Games,2016,3,0.0
7245,Last Limb LLC,2014,4,0.0
7246,Last Lotus,2016,6,0.0
7247,Last Quarter Studios,2015,2,0.0
7248,Latent Studios,2017,3,0.0
7249,Latinas Tomatos,2017,3,0.0
7250,Laudo Games,2016,4,0.0
7251,Laughing Jackal LTD,2014,2,0.0
7252,Laughing Jackal LTD,2015,2,0.0
7253,Laughing Jackal LTD,2016,2,0.0
7254,Laugical Games,2016,6,0.0
7255,Laundry Bear Games,2017,4,0.0
7256,Laura Shigihara,2017,6,0.0
7257,Laush Dmitriy Sergeevich,2017,15,0.0
7258,Laush Dmitriy Sergeevich,2018,3,0.0
7259,Laush Studio,2017,1,0.0
7260,"Lava Flow Games, LLC",2017,1,0.0
7261,Lavaboots Studios,2014,14,0.0
7262,Lawrence Russell,2015,2,0.0
7263,Layer games,2016,3,0.0
7264,Layton Hawkes,2017,1,0.0
7265,Layvinas,2017,1,0.0
7266,"Lazer Guss Studio,Nova Dimension",2017,5,0.0
7267,Lazy 8 Studios,2009,2,0.0
7268,Lazy Bear Games,2015,3,0.0
7269,Lazy Bear Games,2016,4,0.0
7270,Lazy Bum Games,2015,3,0.0
7271,Lazy Games Studio Ltd,2016,3,0.0
7272,Lazy Monday Games,2015,2,0.0
7273,Lazy Turtle Games,2012,2,0.0
7274,Lazy Turtle Games,2014,2,0.0
7275,Le Cartel Studio,2016,2,0.0
7276,LeGrudge &amp; Rugged,2012,3,0.0
7277,Lead Money Games,2017,4,0.0
7278,Leadwerks Software,2014,18,0.0
7279,Leadwerks Software,2015,11,54.55
7280,Leadwerks Software,2016,5,0.0
7281,Leadwerks Software,2017,5,0.0
7282,Leaghorn,2016,3,0.0
7283,League of Geeks,2015,8,0.0
7284,League of Geeks,2016,8,0.0
7285,League of Geeks,2017,8,0.0
7286,League of Sweat Ent.,2017,3,0.0
7287,Leaning Tower Studio,2017,4,0.0
7288,"LearnDistrict Inc.,The Negatives",2015,8,0.0
7289,"LeatherIceCream,LazyTomato,Madvertiz0r",2017,3,0.0
7290,Led,2017,2,0.0
7291,Lee Page,2012,2,0.0
7292,Lee Sang,2016,2,0.0
7293,LeeTingChou,2015,1,0.0
7294,Left Flank Games,2017,3,0.0
7295,Legalase studio,2017,3,0.0
7296,Legend Entertainment,1996,4,0.0
7297,Legend Studio,2014,3,0.0
7298,Legend Studio,2015,4,0.0
7299,Legend Studio,2016,4,0.0
7300,"LegendaryTaler,Oddeyefish",2017,2,0.0
7301,Legion Ivory,2017,3,0.0
7302,Leikir Studio,2015,2,0.0
7303,Leikir Studio,2016,1,0.0
7304,Lemon Jam Studio,2017,1,0.0
7305,Lemon Moose,2015,1,0.0
7306,LemonOrange,2015,5,0.0
7307,Lemondo Entertainment,2014,2,0.0
7308,Lemondo Games,2016,1,0.0
7309,Lemonsucker Games,2016,3,100.0
7310,Lemuria,2016,3,100.0
7311,Leo B,2016,2,0.0
7312,Leon Aminof,2017,4,100.0
7313,Leon aminof,2016,5,0.0
7314,"Leonard Menchiari,IV Productions",2017,4,0.0
7315,Leonardo Alexandrino,2017,5,0.0
7316,Leppsoft,2016,3,0.0
7317,LeshaWhite Studio,2017,3,0.0
7318,"LeshaWhite Studio,LeshaWhite Studio",2017,4,0.0
7319,Leslaw Sliwko,2011,3,0.0
7320,Leslaw Sliwko,2015,3,0.0
7321,Leslaw Sliwko,2017,12,0.0
7322,Lesley Dodd,2015,3,0.0
7323,Lesta Studio,2003,1,0.0
7324,Lesta Studio,2007,3,0.0
7325,Lesta Studio,2010,1,0.0
7326,Lev Gogol,2017,4,0.0
7327,Levall Games AB,2017,2,0.0
7328,Level Eight AB,2015,3,0.0
7329,"Level Up Labs, LLC",2012,3,0.0
7330,Leveled Games,2016,4,0.0
7331,"Levels or Lives,Super Fun Games",2015,1,0.0
7332,"Lewis Bergin,GorePixelGames",2017,6,0.0
7333,Lewis Fitzjohn,2016,3,0.0
7334,Lexis Numerique,2007,1,0.0
7335,Lexis Numérique,2014,2,0.0
7336,LiMAVR,2017,3,0.0
7337,Liam Davis,2016,4,0.0
7338,Liam Davis,2017,1,0.0
7339,"Liam Hughes,Ryan Cooper",2017,1,0.0
7340,Liam Sauvé,2016,1,0.0
7341,Liam Twose,2017,3,0.0
7342,Liar-soft,2016,2,0.0
7343,Liber Primus Games,2016,4,0.0
7344,Liber Primus Games,2017,3,0.0
7345,Lichthund,2016,6,0.0
7346,Lienzo,2016,6,0.0
7347,Life Jumb DT,2016,1,0.0
7348,Life a Little,2017,2,0.0
7349,LifeSpark Entertainment,2015,8,0.0
7350,LigaGamesStudio,2016,3,0.0
7351,Light,2017,2,0.0
7352,Light Arc Studio Ltd,2016,3,0.0
7353,Light Bringer Games inc.,2016,6,100.0
7354,Light Echo,2014,4,0.0
7355,Light Media Games,2017,3,0.0
7356,Light Road Games,2017,8,0.0
7357,Light Shock Software s.n.c,1996,1,0.0
7358,Light Soft,2017,3,0.0
7359,Light Step Games,2016,2,0.0
7360,Light Vision Interactive,2015,12,25.0
7361,LightArrow Games,2016,3,0.0
7362,Lightbulb Crew,2015,8,0.0
7363,Lightbulb Crew,2017,14,21.43
7364,Lighthouse Games Studio,2015,3,0.0
7365,Lighthouse Games Studio,2017,3,0.0
7366,Lightmare Studio,2014,6,0.0
7367,Lightmare Studios,2014,4,100.0
7368,Lightmare Studios,2016,28,0.0
7369,Lightning Man Media,2015,2,0.0
7370,Lightning Man Media,2017,2,0.0
7371,Lightray Games,2016,2,0.0
7372,LightsoutGames,2015,3,0.0
7373,Lightsoutgames,2017,4,0.0
7374,Lightspyre Tales,2017,1,0.0
7375,LillyWelland inc.,2017,28,0.0
7376,Limasse Five,2014,2,0.0
7377,Limbic Entertainment,2015,2,0.0
7378,Limbic Entertainment,2016,2,0.0
7379,Limbic Entertainment GmbH,2012,2,0.0
7380,Limbic Entertainment GmhH,2012,2,0.0
7381,Limed,2017,11,0.0
7382,"Limed,lalalaZero,Urbanoff",2017,3,0.0
7383,Limpage,2016,4,0.0
7384,LinQ,2017,4,0.0
7385,Lince Works,2016,12,25.0
7386,"Linden Research, Inc.",2017,5,100.0
7387,"Lingrimm,Natalie De Corsair",2015,2,0.0
7388,LinkSolutions Ltd.,2015,1,0.0
7389,Linked Dimensions,2013,2,0.0
7390,Linkflag Studio,2017,5,0.0
7391,Lino Slahuschek,2016,2,0.0
7392,"Lino Slahuschek,Jazzsticks",2015,2,0.0
7393,Lion Game Lion,2017,2,0.0
7394,"Lion Game Lion,OVERKILL - a Starbreeze Studio.",2015,8,0.0
7395,"Lion Shield, LLC",2017,3,0.0
7396,Lion game Lion,2017,6,0.0
7397,Lion's Shade,2013,4,0.0
7398,Lion's Shade,2016,6,0.0
7399,Lion's Shade,2017,3,0.0
7400,LionSword,2016,2,0.0
7401,Lionhead Studios,2011,3,0.0
7402,Lionhead Studios,2014,4,0.0
7403,Lionheart Creations,2015,2,0.0
7404,Lionheart Creations,2016,3,0.0
7405,Lions Crayons Games,2017,4,0.0
7406,Liquid Dragon Studios,2015,5,0.0
7407,Liquid Entertainment,2008,1,0.0
7408,Liquid Entertainment,2012,2,0.0
7409,Liquid Flower,2014,6,0.0
7410,Liquid Flower,2017,3,0.0
7411,Lisa Voronova,2016,4,0.0
7412,Lite Microsystems,2017,2,0.0
7413,Little Big Lee,2016,4,0.0
7414,Little Big Lee,2017,3,0.0
7415,Little Big MMO,2017,31,19.35
7416,Little Cat Feet,2016,3,0.0
7417,Little Cat Feet,2017,6,0.0
7418,Little Cloud Games,2016,2,0.0
7419,Little Freedom Factory,2016,2,0.0
7420,Little Games Company,2015,2,0.0
7421,Little Green Man Games,2012,2,0.0
7422,Little Green Men Games,2012,2,0.0
7423,Little Green Men Games,2014,3,0.0
7424,Little Green Men Games,2015,9,0.0
7425,Little Green Men Games,2017,20,0.0
7426,Little Smart Planet,2017,6,0.0
7427,Little World Studio,2012,2,0.0
7428,Little World Studio,2013,1,0.0
7429,Little World Studio,2014,1,0.0
7430,Little World Studio,2016,1,0.0
7431,Little Worlds Interactive,2014,3,0.0
7432,Littlewitch,2015,3,0.0
7433,"Live in the Game, LLC Self",2017,4,100.0
7434,LiveItGames LLC,2015,4,0.0
7435,Liz-Arts,2016,12,0.0
7436,Lizard Factory,2016,2,0.0
7437,Lizardcube,2017,6,0.0
7438,Lizsoft,2012,3,0.0
7439,Llama Software,2017,141,6.38
7440,Llamasoft LTD,2009,1,0.0
7441,Llamasoft LTD,2010,1,0.0
