,Desarrollador,sentiment_analysis
38141,Coffee Stain Studios,2
38142,Coffee Stain Studios,2
38143,Coffee Stain Studios,2
38144,Coffee Stain Studios,0
38145,Coffee Stain Studios,2
38146,Coffee Stain Studios,2
38147,Coffee Stain Studios,2
38148,Coffee Stain Studios,2
38150,Coffee Stain Studios,2
38151,Coffee Stain Studios,2
38153,Coffee Stain Studios,0
38155,Coffee Stain Studios,2
38157,Coffee Stain Studios,2
38158,Coffee Stain Studios,0
38159,Coffee Stain Studios,2
38161,Coffee Stain Studios,2
38163,Coffee Stain Studios,2
38165,Coffee Stain Studios,0
38166,Coffee Stain Studios,0
38167,Coffee Stain Studios,0
38170,Coffee Stain Studios,0
38171,Coffee Stain Studios,0
38172,Coffee Stain Studios,2
38173,Coffee Stain Studios,2
38174,Coffee Stain Studios,0
38175,Coffee Stain Studios,2
38177,Coffee Stain Studios,0
38178,Coffee Stain Studios,2
38181,Coffee Stain Studios,2
38183,Coffee Stain Studios,2
38186,Coffee Stain Studios,2
38187,Coffee Stain Studios,2
38191,Coffee Stain Studios,2
38192,Coffee Stain Studios,2
38193,Coffee Stain Studios,2
38194,Coffee Stain Studios,2
38196,Coffee Stain Studios,2
38197,Coffee Stain Studios,2
38198,Coffee Stain Studios,2
38199,Coffee Stain Studios,2
38201,Coffee Stain Studios,2
38204,Coffee Stain Studios,0
38206,Coffee Stain Studios,2
38208,Coffee Stain Studios,2
38210,Coffee Stain Studios,2
38211,Coffee Stain Studios,2
38212,Coffee Stain Studios,2
38214,Coffee Stain Studios,2
38216,Coffee Stain Studios,0
38217,Coffee Stain Studios,2
38218,Coffee Stain Studios,2
38220,Coffee Stain Studios,2
38221,Coffee Stain Studios,2
38222,Coffee Stain Studios,0
38223,Coffee Stain Studios,2
38227,Coffee Stain Studios,0
38228,Coffee Stain Studios,2
38231,Coffee Stain Studios,2
38232,Coffee Stain Studios,2
38233,Coffee Stain Studios,2
38234,Coffee Stain Studios,2
38235,Coffee Stain Studios,2
38237,Coffee Stain Studios,2
38238,Coffee Stain Studios,0
38239,Coffee Stain Studios,2
38241,Coffee Stain Studios,2
38243,Coffee Stain Studios,2
38244,Coffee Stain Studios,2
38245,Coffee Stain Studios,2
38246,Coffee Stain Studios,2
38247,Coffee Stain Studios,2
38248,Coffee Stain Studios,0
38250,Coffee Stain Studios,2
38252,Coffee Stain Studios,2
38253,Coffee Stain Studios,2
38254,Coffee Stain Studios,2
38255,Coffee Stain Studios,0
38257,Coffee Stain Studios,2
38258,Coffee Stain Studios,0
38259,Coffee Stain Studios,2
38260,Coffee Stain Studios,2
38261,Coffee Stain Studios,2
38262,Coffee Stain Studios,2
38263,Coffee Stain Studios,0
38264,Coffee Stain Studios,2
38265,Coffee Stain Studios,2
38266,Coffee Stain Studios,2
38268,Coffee Stain Studios,2
38269,Coffee Stain Studios,0
38271,Coffee Stain Studios,2
38272,Coffee Stain Studios,2
38273,Coffee Stain Studios,2
38274,Coffee Stain Studios,2
38275,Coffee Stain Studios,0
38276,Coffee Stain Studios,2
38277,Coffee Stain Studios,2
38278,Coffee Stain Studios,2
38279,Coffee Stain Studios,2
38281,Coffee Stain Studios,2
38282,Coffee Stain Studios,2
38284,Coffee Stain Studios,0
38286,Coffee Stain Studios,2
38288,Coffee Stain Studios,2
38289,Coffee Stain Studios,0
38290,Coffee Stain Studios,2
38292,Coffee Stain Studios,2
38294,Coffee Stain Studios,2
38296,Coffee Stain Studios,0
38297,Coffee Stain Studios,0
38298,Coffee Stain Studios,0
38301,Coffee Stain Studios,0
38302,Coffee Stain Studios,0
38303,Coffee Stain Studios,2
38304,Coffee Stain Studios,2
38305,Coffee Stain Studios,0
38306,Coffee Stain Studios,2
38308,Coffee Stain Studios,0
38309,Coffee Stain Studios,2
38312,Coffee Stain Studios,2
38314,Coffee Stain Studios,2
38317,Coffee Stain Studios,2
38318,Coffee Stain Studios,2
38322,Coffee Stain Studios,2
38323,Coffee Stain Studios,2
38324,Coffee Stain Studios,2
38325,Coffee Stain Studios,2
38327,Coffee Stain Studios,2
38328,Coffee Stain Studios,2
38329,Coffee Stain Studios,2
38330,Coffee Stain Studios,2
38332,Coffee Stain Studios,2
38335,Coffee Stain Studios,0
38337,Coffee Stain Studios,2
38339,Coffee Stain Studios,2
38341,Coffee Stain Studios,2
38342,Coffee Stain Studios,2
38343,Coffee Stain Studios,2
38345,Coffee Stain Studios,2
38347,Coffee Stain Studios,0
38348,Coffee Stain Studios,2
38349,Coffee Stain Studios,2
38351,Coffee Stain Studios,2
38352,Coffee Stain Studios,2
38353,Coffee Stain Studios,0
38354,Coffee Stain Studios,2
38358,Coffee Stain Studios,0
38359,Coffee Stain Studios,2
38362,Coffee Stain Studios,2
38363,Coffee Stain Studios,2
38364,Coffee Stain Studios,2
38365,Coffee Stain Studios,2
38366,Coffee Stain Studios,2
38368,Coffee Stain Studios,2
38369,Coffee Stain Studios,0
38370,Coffee Stain Studios,2
38372,Coffee Stain Studios,2
38374,Coffee Stain Studios,2
38375,Coffee Stain Studios,2
38376,Coffee Stain Studios,2
38377,Coffee Stain Studios,2
38378,Coffee Stain Studios,2
38379,Coffee Stain Studios,0
38381,Coffee Stain Studios,2
38383,Coffee Stain Studios,2
38384,Coffee Stain Studios,2
38385,Coffee Stain Studios,2
38386,Coffee Stain Studios,0
38388,Coffee Stain Studios,2
38389,Coffee Stain Studios,0
38390,Coffee Stain Studios,2
38391,Coffee Stain Studios,2
38392,Coffee Stain Studios,2
38393,Coffee Stain Studios,2
38394,Coffee Stain Studios,0
38395,Coffee Stain Studios,2
38396,Coffee Stain Studios,2
38397,Coffee Stain Studios,2
38399,Coffee Stain Studios,2
38400,Coffee Stain Studios,0
38402,Coffee Stain Studios,2
38403,Coffee Stain Studios,2
38404,Coffee Stain Studios,2
38405,Coffee Stain Studios,2
38406,Coffee Stain Studios,0
38407,Coffee Stain Studios,2
38408,Coffee Stain Studios,2
38409,Coffee Stain Studios,2
38410,Coffee Stain Studios,2
38412,Coffee Stain Studios,2
38413,Coffee Stain Studios,2
38415,Coffee Stain Studios,0
38417,Coffee Stain Studios,2
38419,Coffee Stain Studios,2
38420,Coffee Stain Studios,0
38421,Coffee Stain Studios,2
38423,Coffee Stain Studios,2
38425,Coffee Stain Studios,2
38427,Coffee Stain Studios,0
38428,Coffee Stain Studios,0
38429,Coffee Stain Studios,0
38432,Coffee Stain Studios,0
38433,Coffee Stain Studios,0
38434,Coffee Stain Studios,2
38435,Coffee Stain Studios,2
38436,Coffee Stain Studios,0
38437,Coffee Stain Studios,2
38439,Coffee Stain Studios,0
38440,Coffee Stain Studios,2
38443,Coffee Stain Studios,2
38445,Coffee Stain Studios,2
38448,Coffee Stain Studios,2
38449,Coffee Stain Studios,2
38453,Coffee Stain Studios,2
38454,Coffee Stain Studios,2
38455,Coffee Stain Studios,2
38456,Coffee Stain Studios,2
38458,Coffee Stain Studios,2
38459,Coffee Stain Studios,2
38460,Coffee Stain Studios,2
38461,Coffee Stain Studios,2
38463,Coffee Stain Studios,2
38466,Coffee Stain Studios,0
38468,Coffee Stain Studios,2
38470,Coffee Stain Studios,2
38472,Coffee Stain Studios,2
38473,Coffee Stain Studios,2
38474,Coffee Stain Studios,2
38476,Coffee Stain Studios,2
38478,Coffee Stain Studios,0
38479,Coffee Stain Studios,2
38480,Coffee Stain Studios,2
38482,Coffee Stain Studios,2
38483,Coffee Stain Studios,2
38484,Coffee Stain Studios,0
38485,Coffee Stain Studios,2
38489,Coffee Stain Studios,0
38490,Coffee Stain Studios,2
38493,Coffee Stain Studios,2
38494,Coffee Stain Studios,2
38495,Coffee Stain Studios,2
38496,Coffee Stain Studios,2
38497,Coffee Stain Studios,2
38499,Coffee Stain Studios,2
38500,Coffee Stain Studios,0
38501,Coffee Stain Studios,2
38503,Coffee Stain Studios,2
38505,Coffee Stain Studios,2
38506,Coffee Stain Studios,2
38507,Coffee Stain Studios,2
38508,Coffee Stain Studios,2
38509,Coffee Stain Studios,2
38510,Coffee Stain Studios,0
38512,Coffee Stain Studios,2
38514,Coffee Stain Studios,2
38515,Coffee Stain Studios,2
38516,Coffee Stain Studios,2
38517,Coffee Stain Studios,0
38519,Coffee Stain Studios,2
38520,Coffee Stain Studios,0
38521,Coffee Stain Studios,2
38522,Coffee Stain Studios,2
38523,Coffee Stain Studios,2
38524,Coffee Stain Studios,2
38525,Coffee Stain Studios,0
38526,Coffee Stain Studios,2
38527,Coffee Stain Studios,2
38528,Coffee Stain Studios,2
38531,GameORE,2
38533,GameORE,2
38534,Klei Entertainment,2
38535,Klei Entertainment,2
38536,Klei Entertainment,2
38537,Tragnarion Studios,2
38538,Tragnarion Studios,2
38539,"Mighty Rabbit Studios,Gun.",2
38540,"Mighty Rabbit Studios,Gun.",2
38541,"Mighty Rabbit Studios,Gun.",2
38542,"Mighty Rabbit Studios,Gun.",2
38543,Organic Humans,2
38544,Organic Humans,0
38545,Organic Humans,2
38546,Organic Humans,0
38547,Organic Humans,2
38548,Organic Humans,0
38549,Infinity Ward,2
38550,Infinity Ward,2
38551,Infinity Ward,2
38552,Infinity Ward,0
38554,Infinity Ward,0
38555,Infinity Ward,2
38556,Infinity Ward,2
38557,Infinity Ward,2
38558,Infinity Ward,2
38560,Infinity Ward,2
38561,Infinity Ward,0
38562,Infinity Ward,0
38563,Infinity Ward,0
38564,Infinity Ward,2
38565,Infinity Ward,2
38566,Infinity Ward,0
38567,Infinity Ward,0
38568,Infinity Ward,2
38569,Infinity Ward,0
38570,Infinity Ward,0
38571,Infinity Ward,2
38572,Infinity Ward,2
38573,Infinity Ward,2
38574,Infinity Ward,2
38575,Infinity Ward,0
38576,Infinity Ward,2
38577,Infinity Ward,0
38578,Infinity Ward,2
38579,Infinity Ward,2
38580,Infinity Ward,2
38581,Infinity Ward,2
38582,Infinity Ward,0
38583,Infinity Ward,2
38584,Infinity Ward,2
38586,Infinity Ward,2
38587,Infinity Ward,2
38589,Infinity Ward,2
38590,Infinity Ward,0
38591,Gremlin Interactive,2
38592,Gremlin Interactive,2
38593,"Laser Guided Games, LLC",2
38594,"Laser Guided Games, LLC",2
38595,"Laser Guided Games, LLC",2
38598,nan,2
38599,nan,0
38600,nan,2
38601,nan,2
38602,nan,2
38603,nan,2
38606,nan,2
38609,nan,2
38612,nan,0
38613,nan,2
38615,nan,2
38616,nan,2
38617,nan,2
38618,nan,2
38620,nan,2
38621,nan,2
38623,nan,2
38624,"Flashback Games,The Lordz Games Studio",2
38629,Mechanist Games,2
38630,Mechanist Games,2
38633,Mechanist Games,2
38634,Mechanist Games,2
38637,Mechanist Games,2
38638,Mechanist Games,2
38641,Mechanist Games,2
38642,Mechanist Games,2
38645,Simogo,2
38647,Simogo,0
38648,Simogo,2
38649,Simogo,2
38651,Simogo,0
38652,Simogo,2
38654,Wyrmbyte,2
38655,Wyrmbyte,2
38658,Wyrmbyte,2
38659,Wyrmbyte,2
38662,Wyrmbyte,2
38663,Wyrmbyte,2
38666,Wyrmbyte,2
38667,Wyrmbyte,2
38670,Wyrmbyte,2
38671,Wyrmbyte,2
38673,ComiPo! LLP,2
38674,ComiPo! LLP,2
38675,ComiPo! LLP,2
38676,Hydravision Entertainment,2
38677,Hydravision Entertainment,2
38678,BANDAI NAMCO Studio Inc.,2
38679,Capcom,2
38680,Capcom,2
38683,"Eidos-Montréal,Feral Interactive (Mac)",2
38685,"Eidos-Montréal,Feral Interactive (Mac)",2
38686,"Eidos-Montréal,Feral Interactive (Mac)",0
38688,"Eidos-Montréal,Feral Interactive (Mac)",2
38689,"Eidos-Montréal,Feral Interactive (Mac)",2
38690,"Eidos-Montréal,Feral Interactive (Mac)",2
38692,"Eidos-Montréal,Feral Interactive (Mac)",0
38693,"Eidos-Montréal,Feral Interactive (Mac)",0
38695,"Eidos-Montréal,Feral Interactive (Mac)",2
38696,"Eidos-Montréal,Feral Interactive (Mac)",2
38699,"Eidos-Montréal,Feral Interactive (Mac)",2
38701,"Eidos-Montréal,Feral Interactive (Mac)",2
38702,"Eidos-Montréal,Feral Interactive (Mac)",0
38704,"Eidos-Montréal,Feral Interactive (Mac)",2
38705,"Eidos-Montréal,Feral Interactive (Mac)",2
38706,"Eidos-Montréal,Feral Interactive (Mac)",2
38708,"Eidos-Montréal,Feral Interactive (Mac)",0
38709,"Eidos-Montréal,Feral Interactive (Mac)",0
38711,"Eidos-Montréal,Feral Interactive (Mac)",2
38712,"Eidos-Montréal,Feral Interactive (Mac)",2
38714,Smoking WOLF,2
38715,Smoking WOLF,2
38717,Silver Dollar Games,2
38718,Silver Dollar Games,2
38719,Silver Dollar Games,0
38721,Silver Dollar Games,2
38723,Silver Dollar Games,2
38724,Silver Dollar Games,2
38726,Silver Dollar Games,2
38727,Silver Dollar Games,0
38728,Silver Dollar Games,2
38729,Silver Dollar Games,2
38730,Silver Dollar Games,2
38733,Silver Dollar Games,2
38735,Silver Dollar Games,2
38736,Silver Dollar Games,2
38737,Silver Dollar Games,0
38739,Silver Dollar Games,2
38741,Silver Dollar Games,2
38742,Silver Dollar Games,2
38744,Silver Dollar Games,2
38745,Silver Dollar Games,0
38746,Silver Dollar Games,2
38747,Silver Dollar Games,2
38748,Silver Dollar Games,2
38751,Silver Dollar Games,2
38753,Silver Dollar Games,2
38754,Silver Dollar Games,2
38755,Silver Dollar Games,0
38757,Silver Dollar Games,2
38759,Silver Dollar Games,2
38760,Silver Dollar Games,2
38762,Silver Dollar Games,2
38763,Silver Dollar Games,0
38764,Silver Dollar Games,2
38765,Silver Dollar Games,2
38766,Silver Dollar Games,2
38769,Silver Dollar Games,2
38770,Tomoaki Sugeno,2
38771,Tomoaki Sugeno,2
38772,Tomoaki Sugeno,2
38773,Tomoaki Sugeno,2
38775,Obsidian Entertainment,0
38776,Obsidian Entertainment,2
38777,Obsidian Entertainment,2
38778,Obsidian Entertainment,2
38780,Obsidian Entertainment,2
38781,Obsidian Entertainment,0
38783,Obsidian Entertainment,2
38784,Obsidian Entertainment,2
38785,Obsidian Entertainment,0
38786,Obsidian Entertainment,2
38787,Obsidian Entertainment,2
38789,Obsidian Entertainment,2
38790,Obsidian Entertainment,2
38791,Obsidian Entertainment,2
38792,Obsidian Entertainment,2
38793,Obsidian Entertainment,2
38795,Obsidian Entertainment,2
38796,Obsidian Entertainment,2
38797,Obsidian Entertainment,2
38798,Obsidian Entertainment,2
38799,Obsidian Entertainment,2
38801,Obsidian Entertainment,2
38802,Obsidian Entertainment,2
38803,Obsidian Entertainment,2
38804,Obsidian Entertainment,2
38809,Obsidian Entertainment,0
38810,Obsidian Entertainment,2
38811,Obsidian Entertainment,2
38812,Obsidian Entertainment,2
38814,Obsidian Entertainment,2
38815,Obsidian Entertainment,0
38817,Obsidian Entertainment,2
38818,Obsidian Entertainment,2
38819,Obsidian Entertainment,0
38820,Obsidian Entertainment,2
38821,Obsidian Entertainment,2
38823,Obsidian Entertainment,2
38824,Obsidian Entertainment,2
38825,Obsidian Entertainment,2
38826,Obsidian Entertainment,2
38827,Obsidian Entertainment,2
38829,Obsidian Entertainment,2
38830,Obsidian Entertainment,2
38831,Obsidian Entertainment,2
38832,Obsidian Entertainment,2
38833,Obsidian Entertainment,2
38835,Obsidian Entertainment,2
38836,Obsidian Entertainment,2
38837,Obsidian Entertainment,2
38838,Obsidian Entertainment,2
38843,Obsidian Entertainment,0
38844,Obsidian Entertainment,2
38845,Obsidian Entertainment,2
38846,Obsidian Entertainment,2
38848,Obsidian Entertainment,2
38849,Obsidian Entertainment,0
38851,Obsidian Entertainment,2
38852,Obsidian Entertainment,2
38853,Obsidian Entertainment,0
38854,Obsidian Entertainment,2
38855,Obsidian Entertainment,2
38857,Obsidian Entertainment,2
38858,Obsidian Entertainment,2
38859,Obsidian Entertainment,2
38860,Obsidian Entertainment,2
38861,Obsidian Entertainment,2
38863,Obsidian Entertainment,2
38864,Obsidian Entertainment,2
38865,Obsidian Entertainment,2
38866,Obsidian Entertainment,2
38867,Obsidian Entertainment,2
38869,Obsidian Entertainment,2
38870,Obsidian Entertainment,2
38871,Obsidian Entertainment,2
38872,Obsidian Entertainment,2
38879,"Zaxis Games,B-evil",0
38880,"Zaxis Games,B-evil",0
38881,"Dejobaan Games, LLC",2
38882,"Dejobaan Games, LLC",2
38885,OVERDRIVE,2
38886,OVERDRIVE,2
38888,OVERDRIVE,2
38889,OVERDRIVE,2
38890,OVERDRIVE,2
38891,Dancing Dragon Games,2
38892,Dancing Dragon Games,2
38893,Rsupport Inc.,2
38894,Rsupport Inc.,2
38895,Square Enix,2
38896,Square Enix,2
38897,Square Enix,2
38898,Square Enix,2
38899,Square Enix,2
38900,Square Enix,2
38901,Cyanide,2
38902,Cyanide,2
38903,Rake in Grass,2
38904,Rake in Grass,2
38905,Sakura River Interactive,2
38906,Sakura River Interactive,2
38907,Sakura River Interactive,2
38909,"WayForward,Abstraction Games",2
38910,"WayForward,Abstraction Games",2
38911,"WayForward,Abstraction Games",2
38912,"WayForward,Abstraction Games",2
38913,"WayForward,Abstraction Games",2
38914,"WayForward,Abstraction Games",2
38915,"TT Fusion,Traveller's Tales,Feral Interactive (Mac)",2
38916,"TT Fusion,Traveller's Tales,Feral Interactive (Mac)",2
38917,"TT Fusion,Traveller's Tales,Feral Interactive (Mac)",2
38918,"TT Fusion,Traveller's Tales,Feral Interactive (Mac)",2
38919,"TT Fusion,Traveller's Tales,Feral Interactive (Mac)",2
38920,"TT Fusion,Traveller's Tales,Feral Interactive (Mac)",2
38922,Necrophone Games,0
38923,Necrophone Games,2
38925,Necrophone Games,2
38926,Necrophone Games,2
38927,Necrophone Games,2
38928,Necrophone Games,2
38929,Necrophone Games,2
38931,Necrophone Games,0
38932,Necrophone Games,2
38934,Necrophone Games,2
38935,Necrophone Games,2
38936,Necrophone Games,2
38937,Necrophone Games,2
38938,Necrophone Games,2
38939,Fred Wood,2
38940,Fred Wood,2
38942,Fred Wood,2
38943,Fred Wood,2
38951,Edge of Reality,2
38952,Edge of Reality,2
38953,Edge of Reality,0
38954,Edge of Reality,2
38955,Edge of Reality,2
38956,Edge of Reality,2
38957,Edge of Reality,0
38958,Edge of Reality,2
38959,Edge of Reality,2
38960,Edge of Reality,2
38961,Edge of Reality,2
38962,Edge of Reality,2
38963,Edge of Reality,2
38964,Edge of Reality,2
38965,Edge of Reality,0
38966,Edge of Reality,2
38968,Edge of Reality,0
38969,Edge of Reality,2
38971,Edge of Reality,2
38972,Edge of Reality,2
38973,Edge of Reality,0
38974,Edge of Reality,2
38975,Edge of Reality,2
38979,Edge of Reality,2
38980,Edge of Reality,0
38981,Edge of Reality,2
38984,Edge of Reality,2
38988,Edge of Reality,2
38989,Edge of Reality,0
38990,Edge of Reality,2
38991,Edge of Reality,2
38992,Edge of Reality,0
38993,Edge of Reality,2
38994,Edge of Reality,2
38995,Edge of Reality,2
38996,Edge of Reality,0
38997,Edge of Reality,0
39003,Edge of Reality,2
39005,Edge of Reality,2
39009,Edge of Reality,2
39011,Edge of Reality,0
39012,Edge of Reality,2
39013,Edge of Reality,0
39014,Edge of Reality,2
39015,Edge of Reality,2
39016,Edge of Reality,0
39018,Edge of Reality,2
39019,Edge of Reality,2
39020,Edge of Reality,2
39021,Edge of Reality,2
39022,Edge of Reality,2
39023,Edge of Reality,2
39025,Edge of Reality,2
39026,Edge of Reality,2
39028,Edge of Reality,2
39029,Edge of Reality,2
39032,Edge of Reality,0
39033,Edge of Reality,2
39034,Edge of Reality,2
39035,Edge of Reality,2
39036,Edge of Reality,2
39037,Edge of Reality,2
39038,Edge of Reality,0
39039,Edge of Reality,2
39040,Edge of Reality,2
39041,Edge of Reality,2
39042,Edge of Reality,2
39043,Edge of Reality,2
39044,Edge of Reality,2
39046,Edge of Reality,2
39047,Edge of Reality,2
39048,Edge of Reality,2
39049,Edge of Reality,2
39052,Edge of Reality,2
39053,Edge of Reality,2
39054,Edge of Reality,2
39055,Edge of Reality,2
39056,Edge of Reality,0
39057,Edge of Reality,2
39058,Edge of Reality,2
39060,Edge of Reality,2
39065,Edge of Reality,2
39068,Edge of Reality,2
39069,Edge of Reality,2
39070,Edge of Reality,2
39072,Edge of Reality,2
39073,Edge of Reality,2
39074,Edge of Reality,0
39076,Edge of Reality,2
39078,Edge of Reality,2
39079,Edge of Reality,2
39080,Edge of Reality,2
39081,Edge of Reality,0
39082,Edge of Reality,2
39083,Edge of Reality,0
39084,Edge of Reality,2
39086,Edge of Reality,2
39089,Edge of Reality,2
39090,Edge of Reality,2
39091,Edge of Reality,0
39092,Edge of Reality,2
39094,Edge of Reality,2
39095,Edge of Reality,2
39096,Edge of Reality,2
39097,Edge of Reality,0
39098,Edge of Reality,2
39099,Edge of Reality,2
39100,Edge of Reality,0
39101,Edge of Reality,2
39102,Edge of Reality,2
39103,Edge of Reality,2
39105,Edge of Reality,2
39106,Edge of Reality,0
39109,Edge of Reality,2
39111,Edge of Reality,2
39112,Edge of Reality,2
39114,Edge of Reality,2
39115,Edge of Reality,2
39116,Edge of Reality,2
39117,Edge of Reality,2
39118,Edge of Reality,2
39119,Edge of Reality,2
39120,Edge of Reality,2
39121,Edge of Reality,2
39122,Edge of Reality,2
39123,Edge of Reality,0
39124,Edge of Reality,2
39126,Edge of Reality,2
39129,Edge of Reality,2
39130,Edge of Reality,2
39132,Edge of Reality,0
39133,Edge of Reality,0
39134,Edge of Reality,2
39136,Edge of Reality,2
39137,Edge of Reality,2
39138,Edge of Reality,0
39139,Edge of Reality,2
39141,Edge of Reality,2
39142,Edge of Reality,2
39143,Edge of Reality,2
39145,Edge of Reality,2
39146,Edge of Reality,2
39147,Edge of Reality,2
39148,Edge of Reality,0
39149,Edge of Reality,2
39150,Edge of Reality,2
39151,Edge of Reality,2
39152,Edge of Reality,2
39155,Edge of Reality,0
39157,Edge of Reality,2
39158,Edge of Reality,2
39159,Edge of Reality,2
39161,Edge of Reality,2
39163,Edge of Reality,2
39165,Edge of Reality,2
39166,Edge of Reality,0
39167,Edge of Reality,2
39168,Edge of Reality,2
39169,Edge of Reality,2
39170,Edge of Reality,2
39171,Edge of Reality,2
39172,Edge of Reality,2
39173,Edge of Reality,2
39174,Edge of Reality,2
39175,Edge of Reality,0
39176,Edge of Reality,2
39177,Edge of Reality,2
39178,Edge of Reality,2
39179,Edge of Reality,0
39180,Edge of Reality,2
39181,Edge of Reality,2
39182,Edge of Reality,2
39183,Edge of Reality,2
39184,Edge of Reality,2
39185,Edge of Reality,2
39186,Edge of Reality,2
39187,Edge of Reality,0
39188,Edge of Reality,2
39190,Edge of Reality,0
39191,Edge of Reality,2
39193,Edge of Reality,2
39194,Edge of Reality,2
39195,Edge of Reality,0
39196,Edge of Reality,2
39197,Edge of Reality,2
39201,Edge of Reality,2
39202,Edge of Reality,0
39203,Edge of Reality,2
39206,Edge of Reality,2
39210,Edge of Reality,2
39211,Edge of Reality,0
39212,Edge of Reality,2
39213,Edge of Reality,2
39214,Edge of Reality,0
39215,Edge of Reality,2
39216,Edge of Reality,2
39217,Edge of Reality,2
39218,Edge of Reality,0
39219,Edge of Reality,0
39225,Edge of Reality,2
39227,Edge of Reality,2
39231,Edge of Reality,2
39233,Edge of Reality,0
39234,Edge of Reality,2
39235,Edge of Reality,0
39236,Edge of Reality,2
39237,Edge of Reality,2
39238,Edge of Reality,0
39240,Edge of Reality,2
39241,Edge of Reality,2
39242,Edge of Reality,2
39243,Edge of Reality,2
39244,Edge of Reality,2
39245,Edge of Reality,2
39247,Edge of Reality,2
39248,Edge of Reality,2
39250,Edge of Reality,2
39251,Edge of Reality,2
39254,Edge of Reality,0
39255,Edge of Reality,2
39256,Edge of Reality,2
39257,Edge of Reality,2
39258,Edge of Reality,2
39259,Edge of Reality,2
39260,Edge of Reality,0
39261,Edge of Reality,2
39262,Edge of Reality,2
39263,Edge of Reality,2
39264,Edge of Reality,2
39265,Edge of Reality,2
39266,Edge of Reality,2
39268,Edge of Reality,2
39269,Edge of Reality,2
39270,Edge of Reality,2
39271,Edge of Reality,2
39274,Edge of Reality,2
39275,Edge of Reality,2
39276,Edge of Reality,2
39277,Edge of Reality,2
39278,Edge of Reality,0
39279,Edge of Reality,2
39280,Edge of Reality,2
39282,Edge of Reality,2
39287,Edge of Reality,2
39290,Edge of Reality,2
39291,Edge of Reality,2
39292,Edge of Reality,2
39294,Edge of Reality,2
39295,Edge of Reality,2
39296,Edge of Reality,0
39298,Edge of Reality,2
39300,Edge of Reality,2
39301,Edge of Reality,2
39302,Edge of Reality,2
39303,Edge of Reality,0
39304,Edge of Reality,2
39305,Edge of Reality,0
39306,Edge of Reality,2
39308,Edge of Reality,2
39311,Edge of Reality,2
39312,Edge of Reality,2
39313,Edge of Reality,0
39314,Edge of Reality,2
39316,Edge of Reality,2
39317,Edge of Reality,2
39318,Edge of Reality,2
39319,Edge of Reality,0
39320,Edge of Reality,2
39321,Edge of Reality,2
39322,Edge of Reality,0
39323,Edge of Reality,2
39324,Edge of Reality,2
39325,Edge of Reality,2
39327,Edge of Reality,2
39328,Edge of Reality,0
39331,Edge of Reality,2
39333,Edge of Reality,2
39334,Edge of Reality,2
39336,Edge of Reality,2
39337,Edge of Reality,2
39338,Edge of Reality,2
39339,Edge of Reality,2
39340,Edge of Reality,2
39341,Edge of Reality,2
39342,Edge of Reality,2
39343,Edge of Reality,2
39344,Edge of Reality,2
39345,Edge of Reality,0
39346,Edge of Reality,2
39348,Edge of Reality,2
39351,Edge of Reality,2
39352,Edge of Reality,2
39354,Edge of Reality,0
39355,Edge of Reality,0
39356,Edge of Reality,2
39358,Edge of Reality,2
39359,Edge of Reality,2
39360,Edge of Reality,0
39361,Edge of Reality,2
39363,Edge of Reality,2
39364,Edge of Reality,2
39365,Edge of Reality,2
39367,Edge of Reality,2
39368,Edge of Reality,2
39369,Edge of Reality,2
39370,Edge of Reality,0
39371,Edge of Reality,2
39372,Edge of Reality,2
39373,Edge of Reality,2
39374,Edge of Reality,2
39377,Edge of Reality,0
39379,Edge of Reality,2
39380,Edge of Reality,2
39381,Edge of Reality,2
39383,Edge of Reality,2
39385,Edge of Reality,2
39387,Edge of Reality,2
39388,Edge of Reality,0
39389,Edge of Reality,2
39390,Edge of Reality,2
39391,Edge of Reality,2
39392,Edge of Reality,2
39393,Edge of Reality,2
39394,Edge of Reality,2
39395,Edge of Reality,2
39396,Edge of Reality,2
39397,Edge of Reality,0
39398,Edge of Reality,2
39399,Edge of Reality,2
39400,Edge of Reality,2
39401,Edge of Reality,0
39402,Edge of Reality,2
39403,Edge of Reality,2
39404,Edge of Reality,2
39405,Edge of Reality,2
39406,Edge of Reality,2
39407,Edge of Reality,2
39408,Edge of Reality,2
39409,Edge of Reality,0
39410,Edge of Reality,2
39412,Edge of Reality,0
39413,Edge of Reality,2
39415,Edge of Reality,2
39416,Edge of Reality,2
39417,Edge of Reality,0
39418,Edge of Reality,2
39419,Edge of Reality,2
39423,Edge of Reality,2
39424,Edge of Reality,0
39425,Edge of Reality,2
39428,Edge of Reality,2
39432,Edge of Reality,2
39433,Edge of Reality,0
39434,Edge of Reality,2
39435,Edge of Reality,2
39436,Edge of Reality,0
39437,Edge of Reality,2
39438,Edge of Reality,2
39439,Edge of Reality,2
39440,Edge of Reality,0
39441,Edge of Reality,0
39447,Edge of Reality,2
39449,Edge of Reality,2
39453,Edge of Reality,2
39455,Edge of Reality,0
39456,Edge of Reality,2
39457,Edge of Reality,0
39458,Edge of Reality,2
39459,Edge of Reality,2
39460,Edge of Reality,0
39462,Edge of Reality,2
39463,Edge of Reality,2
39464,Edge of Reality,2
39465,Edge of Reality,2
39466,Edge of Reality,2
39467,Edge of Reality,2
39469,Edge of Reality,2
39470,Edge of Reality,2
39472,Edge of Reality,2
39473,Edge of Reality,2
